32, 64, 2.609661, 6.292750
32, 128, 2.606937, 6.292821
32, 256, 2.613372, 6.316123
32, 512, 2.611503, 6.293917
32, 1024, 2.608023, 6.301687
64, 1, 2.613906, 6.318808
64, 2, 2.614182, 6.301181
64, 4, 2.609597, 6.306554
64, 8, 2.615536, 6.305781
64, 16, 2.610924, 6.310911
64, 32, 2.613058, 6.310717
64, 64, 2.612025, 6.310677
64, 128, 2.608276, 6.315111
64, 256, 2.605490, 6.291909
64, 512, 2.604584, 6.287648
64, 1024, 2.641935, 6.294150
128, 1, 2.609111, 6.300665
128, 2, 2.609851, 6.306785
128, 4, 2.608023, 6.297249
128, 8, 2.605804, 6.293758
128, 16, 2.605381, 6.289599
128, 32, 2.605962, 6.292197
128, 64, 2.610601, 6.294910
128, 128, 2.606505, 6.294163
128, 256, 2.605679, 6.294012
128, 512, 2.609005, 6.296244
128, 1024, 2.597203, 6.587910
256, 1, 2.605301, 6.435626
256, 2, 2.602559, 6.450492
256, 4, 2.604708, 6.446736
256, 8, 2.606684, 6.454700
256, 16, 2.610675, 6.333721
256, 32, 2.606745, 6.326064
256, 64, 2.603468, 6.206445
256, 128, 2.603993, 6.190302
256, 256, 2.603194, 6.192747
256, 512, 2.612494, 6.347301
256, 1024, 2.573971, 6.803407
512, 1, 2.623668, 6.318026
512, 2, 2.607208, 6.318451
512, 4, 2.611127, 6.299198
512, 8, 2.608881, 6.303352
512, 16, 2.604544, 6.296530
512, 32, 2.603950, 6.310005
512, 64, 2.606502, 6.301456
512, 128, 2.608087, 6.296817
512, 256, 2.611059, 6.358951
512, 512, 2.586644, 6.644839
512, 1024, 2.564974, 7.361679
1024, 1, 2.589620, 6.623728
1024, 2, 2.604729, 6.360949
1024, 4, 2.605708, 6.356915
1024, 8, 2.606574, 6.362445
1024, 16, 2.612170, 6.363053
1024, 32, 2.606595, 6.358992
1024, 64, 2.605666, 6.363287
1024, 128, 2.608506, 6.370890
1024, 256, 2.603078, 6.487514
1024, 512, 2.560460, 6.956490
1024, 1024, 3.411354, 8.251703
2048, 1, 2.558434, 6.917725
2048, 2, 2.560456, 6.918489
2048, 4, 2.557658, 6.916374
2048, 8, 2.553621, 6.922749
2048, 16, 2.549817, 6.918135
2048, 32, 2.560001, 6.914533
2048, 64, 2.547154, 6.889556
2048, 128, 2.554348, 6.883651
2048, 256, 2.549319, 7.043937
2048, 512, 3.230850, 8.059769
2048, 1024, 5.894750, 10.720402
4096, 1, 3.210734, 8.005387
4096, 2, 3.211959, 8.008587
4096, 4, 3.212195, 8.003329
4096, 8, 3.211577, 8.010738
4096, 16, 3.212003, 8.008311
4096, 32, 3.211813, 8.005221
4096, 64, 3.169646, 7.981399
4096, 128, 3.157912, 7.981071
4096, 256, 3.401030, 8.243024
4096, 512, 5.475001, 10.296023
4096, 1024, 10.771371, 15.609956
8192, 1, 5.472131, 10.288042
8192, 2, 5.473580, 10.298068
8192, 4, 5.470756, 10.289984
8192, 8, 5.473182, 10.283649
8192, 16, 5.474008, 10.289783
8192, 32, 5.473429, 10.287760
8192, 64, 5.404275, 10.229464
8192, 128, 5.380763, 10.209349
8192, 256, 5.755725, 10.575965
8192, 512, 9.985353, 14.871290
8192, 1024, 20.721599, 25.545948
16384, 1, 10.059209, 14.888562
16384, 2, 10.058021, 14.878508
16384, 4, 10.058418, 14.888259
16384, 8, 10.059069, 14.887035
16384, 16, 10.059301, 14.891578
16384, 32, 10.058024, 14.812920
16384, 64, 10.004401, 14.833924
16384, 128, 9.978263, 14.801568
16384, 256, 10.516947, 15.428463
16384, 512, 19.040318, 23.875317
16384, 1024, 40.426884, 45.267225
