1024,1,1024,0.2966
1024,2,1024,0.3000
1024,4,1024,0.3000
1024,8,1024,0.2959
1024,16,1024,0.3001
1024,32,1024,0.2927
4096,1,1024,1.1729
4096,2,1024,1.1910
4096,4,1024,1.1799
4096,8,1024,1.1814
4096,16,1024,1.1852
4096,32,1024,1.1865
16384,1,1024,4.8373
16384,2,1024,4.8790
16384,4,1024,4.8451
16384,8,1024,4.7277
16384,16,1024,4.8096
16384,32,1024,4.8110
65536,1,1024,11.8369
65536,2,1024,16.8992
65536,4,1024,19.1903
65536,8,1024,19.2665
65536,16,1024,19.0373
65536,32,1024,19.0205
262144,1,1024,17.3500
262144,2,1024,29.2959
262144,4,1024,39.4522
262144,8,1024,59.6446
262144,16,1024,73.3157
262144,32,1024,77.3389
1048576,1,1024,18.6042
1048576,2,1024,35.9700
1048576,4,1024,65.8811
1048576,8,1024,112.9852
1048576,16,1024,177.1213
1048576,32,1024,245.3642
1048576,64,1024,283.1655
1048576,128,1024,272.2831
4194304,1,1024,11.7765
4194304,2,1024,20.9962
4194304,4,1024,38.0208
4194304,8,1024,64.9184
4194304,16,1024,113.8689
4194304,32,1024,200.0737
4194304,64,1024,224.3453
4194304,128,1024,233.1691
4194304,256,1024,235.0053
4194304,512,1024,238.1943
16777216,1,1024,11.7003
16777216,2,1024,22.1255
16777216,4,1024,40.5476
16777216,8,1024,71.0599
16777216,16,1024,126.2971
16777216,32,1024,226.0090
16777216,64,1024,260.7591
16777216,128,1024,261.1772
16777216,256,1024,262.6286
16777216,512,1024,264.4816
16777216,1024,1024,265.6962
16777216,2048,1024,267.1431
67108864,1,1024,11.4906
67108864,2,1024,24.5794
67108864,4,1024,43.9845
67108864,8,1024,77.9214
67108864,16,1024,143.9960
67108864,32,1024,220.8773
67108864,64,1024,245.4763
67108864,128,1024,242.0987
67108864,256,1024,263.2820
67108864,512,1024,271.0085
67108864,1024,1024,272.0049
67108864,2048,1024,275.1691
67108864,4096,1024,276.3634
67108864,8192,1024,277.7963
268435456,1,1024,12.4803
268435456,2,1024,24.4552
268435456,4,1024,43.5611
268435456,8,1024,76.7440
268435456,16,1024,139.0706
268435456,32,1024,193.4723
268435456,64,1024,200.3968
268435456,128,1024,209.4213
268435456,256,1024,237.3153
268435456,512,1024,257.1426
268435456,1024,1024,266.9997
268435456,2048,1024,272.0361
268435456,4096,1024,273.9106
268435456,8192,1024,274.9812
268435456,16384,1024,277.7861
268435456,32768,1024,278.9732
1073741824,1,1024,12.9988
1073741824,2,1024,24.2615
1073741824,4,1024,43.1460
1073741824,8,1024,75.8089
1073741824,16,1024,134.3549
1073741824,32,1024,177.0428
1073741824,64,1024,184.0752
1073741824,128,1024,189.3453
1073741824,256,1024,204.9013
1073741824,512,1024,218.2436
1073741824,1024,1024,237.8143
1073741824,2048,1024,256.8225
1073741824,4096,1024,265.7871
1073741824,8192,1024,270.3372
1073741824,16384,1024,274.5580
1073741824,32768,1024,275.7222
1073741824,65536,1024,275.9805
1073741824,131072,1024,276.0302
