1048576,1,210.9468
1048576,2,209.8097
1048576,4,204.8212
1048576,8,223.0489
1048576,16,220.8428
1048576,32,223.9272
1048576,64,234.3904
1073741824,1,274.5901
1073741824,2,274.6050
1073741824,4,274.6042
1073741824,8,274.4474
1073741824,16,274.9151
1073741824,32,274.7242
1073741824,64,274.6072
