1024,0.0198872,0.0923811,0.262352,0.489038,0.617133,0.61384
2048,0.0261375,0.0989691,0.324526,0.761586,1.13831,1.22573
3072,0.0265498,0.102178,0.354395,0.931581,1.56936,1.82039
4096,0.0266029,0.103397,0.370241,1.05052,1.93241,2.39336
5120,0.0267324,0.10445,0.38127,1.14492,2.26997,2.75543
6144,0.026584,0.104286,0.386063,1.20492,2.51464,3.26526
7168,0.0266751,0.104961,0.392456,1.26182,2.78825,3.79877
8192,0.0266009,0.104703,0.394606,1.29926,3.00083,4.31376
9216,0.0265277,0.104751,0.397266,1.33445,3.21424,4.52625
10240,0.0265842,0.105105,0.400421,1.36496,3.37357,5.02891
11264,0.0265316,0.104981,0.401691,1.38588,3.54599,5.51856
12288,0.0265655,0.105211,0.403873,1.41063,3.68331,5.99539
13312,0.0265454,0.105234,0.404924,1.42841,3.80905,6.04393
14336,0.0266135,0.10557,0.40723,1.44761,3.94376,6.47275
15360,0.0266492,0.10577,0.408928,1.4639,4.06119,6.90312
16384,0.0266214,0.105712,0.40944,1.47494,4.16711,7.34539
17408,0.0265714,0.105524,0.409486,1.48412,4.26339,7.33664
18432,0.0265567,0.105539,0.410047,1.49145,4.35221,7.70065
19456,0.0265599,0.104829,0.407889,1.49268,4.41357,8.095
20480,0.0263877,0.104939,0.408794,1.49953,4.49078,8.45067
21504,0.0263673,0.104881,0.409001,1.50969,4.53719,8.36576
22528,0.0264287,0.105155,0.410457,1.52019,4.62114,8.72385
23552,0.0264617,0.105311,0.411434,1.5281,4.69173,9.15373
24576,0.0263447,0.10488,0.410085,1.52746,4.7222,9.45643
25600,0.0263861,0.105052,0.411061,1.53655,4.80371,9.36361
26624,0.0264225,0.105228,0.412051,1.54388,4.85817,9.71056
27648,0.0263108,0.104772,0.410317,1.54262,4.89379,10.1221
28672,0.0265074,0.105587,0.413955,1.55778,4.96835,10.3825
29696,0.0263642,0.105035,0.41204,1.55367,4.98831,10.1834
30720,0.026422,0.105269,0.413191,1.56139,5.04052,10.5513
31744,0.0264018,0.105212,0.413135,1.56423,5.09894,10.8775
32768,0.0264122,0.105265,0.413504,1.56262,5.1327,11.2308
33792,0.0264361,0.105366,0.41412,1.57261,5.13524,10.9507
34816,0.0264073,0.105267,0.413873,1.57431,5.20329,11.294
35840,0.0263932,0.105223,0.413874,1.57724,5.21512,11.6488
36864,0.0264455,0.105438,0.414862,1.58267,5.2791,11.9383
37888,0.0264137,0.105322,0.414099,1.57731,5.29153,11.6828
38912,0.0263458,0.105062,0.413674,1.58247,5.31512,11.976
39936,0.0264818,0.105612,0.415826,1.59265,5.35314,12.2672
40960,0.0264101,0.105332,0.414975,1.59086,5.37364,12.5353
41984,0.0263621,0.105149,0.41438,1.59004,5.38015,12.2988
43008,0.0264701,0.105587,0.41615,1.59881,5.42731,12.5792
44032,0.0264178,0.105385,0.415499,1.59763,5.46176,12.9309
45056,0.0264066,0.105322,0.415468,1.59911,5.46356,13.0765
46080,0.0264145,0.105384,0.415722,1.60127,5.49045,12.932
47104,0.0264279,0.105441,0.416019,1.60359,5.51066,13.1683
48128,0.0264199,0.105417,0.415655,1.60537,5.53643,13.3838
49152,0.0264473,0.105532,0.416536,1.60819,5.5674,13.632
